Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2019,"12        ",Male,16,Right-Handed,179,26,177,3,Car,12,0.364,42,Athletics,711,492,225,225,856,845,25.5,"Right foot",168,166,"Index finger",October,Summer,No,No,Meat,Water,"Mathematics and statistics",8,10,3,"Yes - broadband connection","In person",43,47,5,7,20,12,3,10,2,2,15,2,0,2,"A lot","Graduate degree",Pop,"Freeze time",Happy,Friend,Health
USA,WA,2019,"11        ",Female,16,Right-Handed,176,24,176,1,Car,14,49,61,None,,,,,,,25,"Left foot",70,65,"Index finger",December,Winter,Yes,No,Meat,Water,Other,4,8,5,"Yes - dial-up connection","Text messaging",25,20,12,2,2,6,1,5,6,,6,26,6,2,"A lot","Some college","Rap/Hip hop",Invisibility,Rich,Relative,"Education/Youth development"
USA,OH,2019,"7         ",Female,13,Right-Handed,167,24,162,1,Car,25," 0.31",37,Lacrosse,600,800,400,200,300,900,24,"Same length",6,6,"Same length",November,Summer,Yes,No,Meat,Tea,Art,8,9,4,"Yes - other","Text messaging",12,5,9,1,24,17,9,10,25,8,48,1,0,0,"A lot","Graduate degree",Pop,Invisibility,Rich,"Coach or club leader",Health
USA,AZ,2019,"12        ",Female,16,Right-Handed,162.5,25,82,3,Bus,20,0.41,51,Walking/Hiking,1000,1000,1000,1000,300,800,25,"Same length",,85,"Ring finger",December,Winter,No,No,Meat,Water,History,7,8,6,"Yes - other","Text messaging",5,8,18,.5,5,12,0,1,4,3,13,2,0,6,"A lot",Other,Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,GA,2019,"9         ",Male,14,Right-Handed,,25,83,2,Car,7,.427,37,Basketball,1000,900,1000,250,50,1000,25,"Same length",8,8,"Same length",July,Fall,No,Yes,Pizza/Pasta,"Sports drink","Mathematics and statistics",5,5,5,"Yes - broadband connection","Text messaging",100,192,40,70,5,5,14,.5,75,80,0,7,6,0,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,Friend,"Wildlife, animals"
USA,MA,2019,"12        ",Female,18,Left-Handed,160,24,169,1,Car,9,.394,43,None,1000,1000,700,1000,500,500,23,"Right foot",70,70,"Same length",September,Spring,Yes,No,Meat,Coffee,English,5.5,9,5,"Yes - other","In person",50,100,4,0,6,3,0,0,24,2,3,3,9,10,Some,"Graduate degree",Jazz,"Freeze time",Happy,Teacher,"International aid"
USA,OR,2019,"10        ",Female,15,Right-Handed,71,25,171,1,Car,10,0.751,60,Skateboarding/Rollerblading,1000,999,650,870,200,100,24,"Right foot",90,100,"Ring finger",May,Fall,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Science,5-6,3,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100+,100+,20,5,6,15,2,0,25,25,0,0,0,4,Some,"High school",Country,Telepathy,Happy,Relative,"International aid"
USA,OH,2019,"12        ",Male,18,Right-Handed,180,,,1,Car,7,,,None,100,100,100,20,250,800,,,,,,July,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Other,7,11,5,"Yes - dial-up connection","Text messaging",12,10,30,13,0,15,2,7,20,20,20,10,60,10,Some,"Some college","Rap/Hip hop",Invisibility,Rich,"Business person","Education/Youth development"
USA,IN,2019,"12        ",Female,16,Right-Handed,173,26,185,1,Car,6,.798,47,Other,500,500,600,900,1000,1000,26,"Same length",7,8,"Ring finger",May,Summer,Yes,No,Poultry,"Soft drink (caffeinated)",Art,7,10,3,"Yes - other","Text messaging",50,45,5,10,5,2,0,0,10,30,10,3,30,3,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Musician or singer","Education/Youth development"
USA,SC,2019,"12        ",Male,17,Right-Handed,178,28,78,1,Car,3,1.88,43,Athletics,529,797,802,545,1000,1000,28,"Same length",9.3,8,"Index finger",March,Spring,Yes,No,Meat,Juice,"Physical education",6-7,6-7,4,"Yes - broadband connection","Text messaging",10,10,3,1,2,3,10-12,3,3,2,2,0,10,1,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Musician or singer","Arts, culture, sports"
USA,TX,2019,"12        ",Male,17,Right-Handed,200,31,203.2,1,Car,10,.431,42,Skateboarding/Rollerblading,1000,1000,1000,1000,500,800,30,"Same length",85,90,"Ring finger",January,Winter,Yes,No,Seafood,Water,Music,5,9,9,"Yes - broadband connection","Internet chat or instant messaging",15,25,10,10,0,10,10,10,10,14,70,7,7,0,Some,"Undergraduate degree","Punk rock",Fly,Happy,Relative,Environment
USA,IA,2019,"12        ",Female,17,Right-Handed,170,26,166,1,Car,4,0.404,40,Basketball,535,492,550,550,950,1000,26,"Same length",76,73,"Ring finger",December,Summer,Yes,No,Pizza/Pasta,Water,History,7,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,60,10,0,5,8,8,0,8,3,10,6,3,0,Some,"Undergraduate degree",Country,"Freeze time",Happy,Friend,"Education/Youth development"
USA,NC,2019,"11        ",Male,17,Right-Handed,170,25.7,165,1,Car,6,.473,28,Swimming,800,900,900,900,900,1000,25.7,"Same length",76,78,"Ring finger",December,Winter,No,No,"No favorite",Water,Science,5,8,5,"Yes - other","Text messaging",160,160,20,1,4,4,9,28,2,5,56,0,30,3,Some,"Undergraduate degree",Techno/Electronic,"Freeze time",Happy,Relative,Environment
USA,MS,2019,"8         ",Male,14,Right-Handed,"5,6",11,72cm,2,,34,0.447,41,Basketball,0,0,847,1000,0,534,10,"Same length",8,9,"Index finger",March,Summer,No,No,Pizza/Pasta,"Soft drink (non-caffeinated)","Mathematics and statistics",4,1,8,"Yes - broadband connection","Text messaging",5,6,2,0,0,0,1,1,0,2,0,1,0,0,"A lot","Graduate degree","Rap/Hip hop","Super strength",Healthy,Other,"Arts, culture, sports"
USA,TX,2019,"12        ",Male,17,Right-Handed,165.0,25,167.6,2,Car,15,0.384,46,"Football (American)",800,900,1000,1000,700,1000,25,"Same length",76.2,76.2,"Ring finger",October,Summer,Yes,No,Meat,Water,"Physical education",9,10,5,"Yes - broadband connection","Text messaging",0,7,7,2,4,5,0,9,3,9,0,0,0,2,Some,"Some college","Rhythm and blues (R&B)",Telepathy,Happy,Relative,Religious
USA,NJ,2019,"12        ",Male,16,Ambidextrous,172.7,,,1,Car,10,.3,49,Basketball,802,497,1000,1000,406,1000,,"Left foot",,,,June,Summer,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",6,9,4,"Yes - broadband connection","Text messaging",,,0,20,0,0,20,20,20,20,5,5,40,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Sports person","Arts, culture, sports"
USA,FL,2019,"6         ",Female,11,Right-Handed,4'8,,,2,Car,15,,,Other,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2019,"11        ",Male,15,Right-Handed,167.6,24,167.6,3,Car,45,.274,35,Swimming,1000,1000,1000,1000,800,1000,25,"Left foot",75,80,"Ring finger",January,Winter,Yes,No,Seafood,Water,Science,5,12,3,"Yes - broadband connection","Internet chat or instant messaging",2,3,0,1,15,0,1,50,10,4,64,0,0,3,"A lot",Other,Other,Invisibility,Healthy,"Musician or singer",Health
USA,OH,2019,"7         ",,12,Right-Handed,162.5,20.32,148,1,Bus,10,0.382,53,Basketball,700,500,1000,500,500,500,20.32,"Same length",40,44,"Ring finger",May,Summer,No,No,Other,Other,"Mathematics and statistics",7.5,6.5,7,"Yes - broadband connection","Text messaging",15,25,50,20,5,60,40,10,20,15,10,20,2,10,Some,Other,Pop,Fly,Rich,Relative,Health
USA,CO,2019,"12        ",Male,17,Right-Handed,178,30,183,2,Car,16,0.01,25,Golf,0,70,30,20,40,1000,20,"Same length",90,95,"Same length",January,Winter,No,No,Meat,Water,History,1.5,1.6,25,"Yes - dial-up connection","Internet chat or instant messaging",6.5,6.7,72,0,2,2,.5,0,150,3,3,3,3,3,Some,Other,Reggae,Fly,Rich,Actor,Religious
USA,NC,2019,"12        ",Female,18,Right-Handed,164,28,140,1,Car,5,.41,34,Dancing,700,500,300,450,1000,1000,27.5,"Right foot",60,65,"Ring finger",July,Summer,No,No,Breads/Sandwiches,Water,Science,7,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",40,66,10,3,20,10,0,0,5,1,20,10,0,0,"A lot","Undergraduate degree",Pop,Invisibility,Happy,Relative,"Education/Youth development"
USA,OR,2019,"10        ",Female,16,Right-Handed,161,26,156,1,Car,"10 ",0.761,76,Walking/Hiking,1000,1000,900,1000,300,500,27,"Left foot",81,71,"Index finger",September,Fall,Yes,No,Soups,Water,History,8,10,5,"Yes - other","Cell phone",40,1,3,1,2,4,6,0,8,10,6,1,0,4,"A lot","Graduate degree",Country,Telepathy,Happy,Other,"Wildlife, animals"
USA,WA,2019,"12        ",Female,17,Right-Handed,152.4,20.95,150.5,1,Car,11,.382,46,Walking/Hiking,1000,900,900,900,500,500,21.59,"Left foot",8.255,8.89,"Ring finger",January,Winter,No,No,"Rice/Noodle dishes",Water,Science,6,6,5,"Yes - other","Text messaging",50,60,7,2,10,4,0,1,7,2,1,0,20,1,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Teacher,"International aid"
USA,OR,2019,"10        ",Male,17,Right-Handed,180,28,84,1,Car,13,.314,40,Soccer,500,500,500,500,100,1000,26.5,"Right foot",10,1p,"Same length",September,Winter,Yes,No,"No favorite",Water,Other,7,11,6,"Yes - other","Internet chat or instant messaging",50,50,15,3,5,10,5,2,30,100,100,70,40,10,Some,Other,"Rap/Hip hop","Freeze time",Happy,Friend,Other
USA,VA,2019,"11        ",Male,17,Right-Handed,150,20,150,1,Car,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2019,"12        ",Male,17,Right-Handed,175,22,173,3,Car,40,0.675,54,Soccer,500,800,700,1000,600,800,22,"Same length",8,8,"Ring finger",July,Summer,No,No,Meat,Water,Languages,7,11,4-5,"Yes - broadband connection","In person",?.,?,22,12,1,60,6,5,10,?,42,1,0,0,None,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person",Other
USA,AZ,2019,"12        ",Male,17,Left-Handed,184,27,196,2,Car,11,.225,53,Baseball/Softball,1000,1000,1000,500,100,500,27,"Same length",90,90,"Ring finger",April,Fall,No,No,Meat,Water,"Mathematics and statistics",6,7,5,"Yes - broadband connection","Cell phone",100,150,3,1,1,3,3,3,5,4,12,1,0,1,None,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,"Education/Youth development"
USA,OH,2019,"12        ",Male,17,Right-Handed,196,30,201,2,Car,20,.339,35,Basketball,1000,600,700,500,100,600,30,"Same length",90,90,"Same length",April,Spring,Yes,No,Meat,Tea,"Mathematics and statistics",8,10,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",70,70,4,0,2,20,10,2,20,5,5,10,0,2,None,"Graduate degree",Country,Invisibility,Happy,Relative,Religious
USA,OH,2019,"12        ",Male,18,Right-Handed,195,34.29,207,1,Car,13,0.25,43,Athletics,999,219,128,139,316,695,34,"Right foot",101.6,127,"Ring finger",April,Summer,No,No,Meat,"Soft drink (caffeinated)",Other,4,6,5,"Yes - broadband connection",,65,247,1,3,1,1,4,2,5,1,1,3,4,0,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person",Health
USA,MO,2019,"12        ",Male,17,Left-Handed,183,27,185,1,Car,20,0.34,60,Basketball,600,0,500,900,500,700,26,"Right foot",110,100,"Index finger",,Spring,No,No,Meat,Water,"Physical education",5,10,4,"Yes - broadband connection","Internet chat or instant messaging",,,,,,,,,,,,,,,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Musician or singer",Health
USA,MI,2019,"9         ",Female,15,Right-Handed,152.4,21,149,1,Car,20,0.737,41,Walking/Hiking,500,320,350,300,100,200,20,"Right foot",75,70,"Index finger",November,Fall,No,No,Seafood,Water,Art,6,8,4,"Yes - other","Text messaging",45,45,48,4,7,10,5,7,10,9,4,8,0,2,Some,"Some college","Punk rock",Fly,Happy,Other,"Arts, culture, sports"
USA,PA,2019,"12        ",Female,17,Left-Handed,160,23.5,1.2,1,Car,15,0.995,57,Running/Jogging,845,765,456,487,123,358,23.4,"Same length",72.6,72.5,"Same length",August,Winter,No,No,Meat,Coffee,"Social studies",6,10,4,"Yes - other","Text messaging",50,100,7,1,12,5,1,25,25,10,5,4,13,1,"A lot","Graduate degree",Pop,Invisibility,Rich,"Business person",Environment
USA,WA,2019,"12        ",Female,16,Right-Handed,161,20,100,1,Car,11,.37,43,None,1000,1000,1000,1000,999,999,20,"Same length",60,70,"Ring finger",November,Winter,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,7,5,4,"Yes - broadband connection","In person",17,20,35,0,5,8,2,60,4,18,3,10,0,7,"A lot","Graduate degree","Punk rock","Freeze time",Happy,Relative,Health
USA,PA,2019,"4         ",Female,10,Right-Handed,55,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2019,"12        ",Female,18,Right-Handed,168,23,166,3,Car,10,,0.388,Other,900,900,700,300,1000,1000,24,"Left foot",,92,"Ring finger",November,Summer,No,No,"No favorite",Water,"Mathematics and statistics",6,10,3,"Yes - broadband connection","Text messaging",50,300,50,6,10,25,6,0,7,15,72,5,0,4,Some,"Graduate degree",Other,Telepathy,Healthy,"Business person",Health
USA,CA,2019,"12        ",Female,17,Right-Handed,161,24,165,3,Car,15,0.47,38,Running/Jogging,800,500,1000,1000,1000,1000,23,"Right foot",65,68,"Index finger",June,Winter,Yes,No,"Rice/Noodle dishes",Tea,Languages,9,6,6,"Yes - other","Cell phone",20,70,12,20,10,40,0,0,0,20,30,0,12,12,Some,"Graduate degree",Classical,"Freeze time",Happy,"Religious figure",Religious
USA,NJ,2019,"9         ",Male,14,Right-Handed,176,31,178,1,Walk,0,0.285,32,"Football (American)",898,973,508,824,241,305,30,"Right foot",100,108,"Index finger",December,Fall,Yes,No,Meat,Water,Science,7,10,3,"Yes - broadband connection","Cell phone",12,9,8,7,19,0,18,5,10,2,13,0,0,1,"Very little","Graduate degree","Rap/Hip hop","Super strength",Happy,Friend,"International aid"
USA,CT,2019,"9         ",Male,14,Right-Handed,72,26,56,1,Bus,30,.456,52,Basketball,75,60,80,60,80,80,26,"Same length",9,8,"Index finger",June,Summer,No,No,Meat,Water,History,7,9,4,"Yes - other","In person",10,10,35,0,5,10,12,18,19,1,30,0,0,1,Some,"Graduate degree","Rock and roll",Fly,Happy,"Sports person",Health
USA,NY,2019,"6         ",Female,11,Right-Handed,148,22,148,3,Bus,10-15,.523,48,Other,460,134,49,,,,22.5,"Left foot",7,7.5,"Ring finger",June,Summer,No,No,Meat,Water,Art,7,4,3,"Yes - other","Text messaging",20+,20+,30,15,20,50,30,10,10,17,60,10,0,30,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Healthy,"Doctor or nurse",Health
USA,WI,2019,"12        ",Male,17,Right-Handed,180.3,27,177,1,Walk,2,.322,48,Basketball,700,700,700,700,400,500,27,"Same length",7.3,7.9,"Ring finger",August,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",8,9,4,,"In person","A lot","A lot",63,3,1,15,18,14,14,21,80,7,0,7,"Very little","Undergraduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person",Health
USA,OH,2019,"8         ",Male,14,Right-Handed,180,27,185,1,Bus,40,.273,33,"Football (American)",300,300,350,500,700,950,28,"Left foot",93,95,"Ring finger",September,Summer,No,No,Poultry,Water,"Physical education",6,9,4,"Yes - broadband connection","Internet chat or instant messaging",6,4,6,1/6,4,2,8,8,8,1,25,4,0,2,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person","Arts, culture, sports"
USA,WA,2019,"11        ",,,,160,,,,,,1.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"12        ",Male,16,Right-Handed,167,24,169,2,Car,5,0.368,60,Basketball,400,500,700,800,900,1000,24,"Same length",75,70,"Index finger",September,Winter,No,No,Meat,Water,"Mathematics and statistics","6ish ",10,3,"Yes - broadband connection","In person",31,41,5,0.5,10,6,2,0,0,2,20,0,0,3,Some,"Graduate degree",Gospel,Telepathy,Happy,"Religious figure",Health
USA,NY,2019,"12        ",Female,17,Right-Handed,165,22,125,1,Car,3,0.428,40,Lacrosse,904,952,1000,471,968,1000,21,"Right foot",20,22,"Index finger",January,Fall,No,No,Pizza/Pasta,Water,History,6,12,4,"Yes - broadband connection","Text messaging",300,300,41,15,10,30,20,0,40,40,10,5,0,10,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Friend,Religious
USA,CA,2019,"12        ",Male,17,Right-Handed,171.2,28.5,157,2,Car,55,0.458,53,Soccer,588,428,1000,1000,86,900,,"Same length",,,,May,Winter,Yes,No,Meat,Water,Music,7,9,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog","a lot","a lot",8,0,3,6,6,5,7,5,6,6,3,4,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Famous,"Musician or singer",Environment
USA,NY,2019,"11        ",Female,16,Right-Handed,169,24,168,3,Bus,30,0.305,39,Other,877,674,898,802,358,118,24,"Same length",7.3,7.1,"Index finger",February,Fall,Yes,No,Vegetables,Tea,Other,7,8,3,"Yes - broadband connection","Internet chat or instant messaging",25,25,3,1,15,6,5,0,0,5,17,0,0,9,Some,"Graduate degree",Classical,Invisibility,Healthy,Relative,"International aid"
USA,TX,2019,"12        ",Female,17,Right-Handed,152,17.78,152,2,Bus," 25",1.138," 56",Running/Jogging,1000,1000,1000,1000,500,500,17.78,"Same length",7,7,"Ring finger",October,Fall,No,No,"Rice/Noodle dishes",Water,English,7,4,7,"Yes - broadband connection","In person","150 ",200,10,2,1,9,5,3,24,8,24,3,0,4,Some,"Graduate degree","Punk rock","Freeze time",Happy,Friend,"Wildlife, animals"
USA,CA,2019,"12        ",Female,16,Left-Handed,4'11,21,135,2,Car,15,0.601,35,Swimming,1000,898,973,1000,524,781,22,"Left foot",69,70,"Ring finger",October,Summer,Yes,No,Breads/Sandwiches,Water,English,7,10,4,"Yes - other","Text messaging",100,150,28,10,28,40,2,0,25,30,20,25,0,5,"A lot","Graduate degree",Pop,,Happy,Relative,"Wildlife, animals"
USA,OH,2019,"12        ",Male,17,Right-Handed,177.9,26.67,68.58,2,Car,5,0.373,34,Other,600,250,800,800,350,100,26.67,"Same length",70.7,70.9,"Same length",November,Fall,No,No,Meat,Water,History,5,10,4,"Yes - other","In person",14,28,8,1,4,4,4,0,3,5,8,7,9,4,Some,"Undergraduate degree",Country,"Freeze time",Happy,Teacher,"Wildlife, animals"
USA,NY,2019,"6         ",Male,12,Right-Handed,,"8 1/2",,1,Bus,30,,60,Soccer,500,500,500,100,100,100,"8 1/4","Left foot",,,"Ring finger",November,Spring,No,No,Meat,Juice,"Physical education",8,7,4,"Yes - broadband connection","Text messaging",500,1000,1,2,1,2,2,1,2,3,2,1,1,1,"Very little","Some college","Rap/Hip hop","Freeze time",Healthy,"Sports person","Arts, culture, sports"
USA,IN,2019,"11        ",Female,17,Right-Handed,154,24,151,2,Car,15,0.316,36,Other,100,500,500,1000,1000,1000,24,"Same length",100,70,"Index finger",July,Summer,No,No,Pizza/Pasta,"Sports drink",English,8,10,5,"Yes - other","Cell phone",100,200,40,50,10,10,5,3,40,30,60,10,25,10,"A lot","Graduate degree",Other,"Super strength",Healthy,"Doctor or nurse",Health
USA,CA,2019,"12        ",Male,17,Right-Handed,171,20,173,2,Car,12,.67,36,Running/Jogging,650,700,750,500,900,999,20,"Same length",70,76,"Ring finger",February,Winter,No,No,Pizza/Pasta,Water,"Social studies",8,9,6,"Yes - broadband connection","In person",26,205,3,0,15,25,20,20,5,5,5,2,0,1,None,"Undergraduate degree","Rap/Hip hop","Freeze time",Rich,"Business person",Health
USA,OH,2019,"4         ",Male,10,Ambidextrous,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2019,"12        ",Female,17,Right-Handed,152,9,60.5,1,Car,13,.6,68,Golf,800,900,600,600,700,900,8.5,"Right foot",30,25,"Index finger",May,Fall,No,No,Salads,Water,"Mathematics and statistics",7,12,5,"Yes - broadband connection","Text messaging",50,60,10,3-6,6-8,5,10-15,0,6,4,4,1-2,10-15,5,Some,"Undergraduate degree",Country,Invisibility,Happy,"Sports person",Health
USA,NC,2019,"11        ",Male,18,Right-Handed,173,24,174,2,Car,20,0.324,38,Other,701,802,599,503,850,599,24,"Same length",82,82,"Same length",November,Fall,Yes,No,Meat,Water,"Mathematics and statistics",6,9,3,"Yes - broadband connection","Internet chat or instant messaging",0,0,5,1,14,3,3,7,0,2,14,3,0,7,Some,"Graduate degree","Heavy metal",Telepathy,Healthy,"Religious figure","International aid"
USA,WA,2019,"11        ",Female,18,Right-Handed,159.5,22,158,1,Car,25,0.521,53,None,1000,1000,866,631,150,471,22,"Same length",9.5,10,"Ring finger",September,Fall,Yes,No,Pizza/Pasta,Water,English,9,8,3,"Yes - other","Text messaging",40,40,8,20,0,0,0,0,18,12,18,21,0,3.5,"Very little","Graduate degree","Rhythm and blues (R&B)",Telepathy,Healthy,Friend,Health
USA,GA,2019,"6         ",Male,11,Right-Handed,145,22,145,1,Bus,15,0.381,52,"Football (American)",1000,500,1000,1000,450,800,22,"Same length",6,7.9,"Ring finger",June,Winter,No,No,Pizza/Pasta,Water,History,10,8,2,"Yes - other","Myspace, Facebook, other social networking sites, or blog",7,8,8,0,0,5,10,12,1,3,23,9,0,1,None,"Graduate degree",Techno/Electronic,"Freeze time",Rich,Politician,"International aid"
USA,OH,2019,"12        ",Female,17,Right-Handed,160,,,1,Car,6,.437,53,Walking/Hiking,200,100,0,300,400,1000,,"Same length",60,62,"Ring finger",January,Summer,Yes,No,Poultry,Water,English,6,8,4,"Yes - other","Text messaging",85,90,8,0,2,10,0,0,20,15,10,24,21,0,Some,"Graduate degree",Other,Telepathy,Rich,"Musician or singer","International aid"
USA,IN,2019,"11        ",Male,16,Right-Handed,182.8,11.5,29.21,2,Car,12,0.351,33,Basketball,400,400,400,300,1000,1000,29.21,"Same length",,,"Ring finger",March,Summer,No,No,Meat,Water,"Physical education",7,10,7,"Yes - other","Myspace, Facebook, other social networking sites, or blog",300,300,5,1,1,1,28,1,5,5,8,3,3,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Business person",Religious
USA,PA,2019,"12        ",Female,17,Left-Handed,160.0,21,,1,Car,7,.395,36,Other,241,160,651,556,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2019,"12        ",Female,17,Right-Handed,171.1,22.86,159,2,Car,15,.914,.98,Other,900,900,900,900,500,800,22.8,"Same length",6.6,6.5,"Ring finger",August,Spring,No,Yes,Desserts,Tea,History,7,9,3,"Yes - broadband connection","Cell phone",5,5,6,1,20,4,10,0,2,2,10,1,2,3,"A lot","Graduate degree","Rock and roll",Fly,Happy,"Doctor or nurse","Education/Youth development"
USA,OH,2019,"12        ",Female,17,Right-Handed,134.6,,,1,Car,5,,,None,1000,1000,1000,1000,200,200,,,8,8,,April,Fall,No,Yes,Other,Water,Art,7,8,5,"Yes - broadband connection","Internet chat or instant messaging",,,32,3,4,0,0,1,0,15,74,0,0,1,Some,Other,"Rock and roll",,Healthy,Other,Environment
USA,TX,2019,"10        ",Female,15,Right-Handed,154.2,15.24,139.7,2,Bus,18,.765,46,Dancing,1000,1000,1000,1000,250,600,15.24,"Same length",63.5,57.15,"Index finger",October,Winter,No,No,"No favorite",Water,History,8,8,3,"Yes - broadband connection","Text messaging",40,35,18,2,2,20,10,0,24,10,20,24,0,5,Some,"Graduate degree",Pop,Fly,Happy,Other,"International aid"
USA,IN,2019,"11        ",Male,16,Right-Handed,160,,,1,Car,7,0.282,40,Gymnastics,300,600,600,700,500,500,,"Right foot",,,"Ring finger",April,Winter,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",7,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,7,.5,4,4,23,6.5,6,2,8,1,0,2,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Doctor or nurse",Environment
USA,MI,2019,"12        ",Female,16,Right-Handed,160,22,163,1,Bus,10,0.306,40,Dancing,11,27,1000,1000,1000,1000,22,"Same length",82,90,"Ring finger",February,Summer,Yes,No,Meat,Water,Science,8,11,2,"No internet connection","Cell phone",0,0,10,0,2,0,3,0,5,0,0,3,0,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Famous,"Musician or singer","Education/Youth development"
USA,IN,2019,"11        ",Male,16,Right-Handed,,,,1,Car,10,.690,44,Basketball,1000,300,550,800,500,1000,,,,,,March,Summer,No,No,Meat,Tea,"Physical education",7,9,4,"Yes - other","Internet chat or instant messaging",Idk,Idk,,,,,,,,,A,,0,7,Some,"Some college","Rap/Hip hop","Super strength",Happy,"Sports person","Wildlife, animals"
USA,MI,2019,"9         ",Female,16,Right-Handed,5’3,20,30,4,Bus,"12 m",30.93,85,Soccer,1000,1000,1000,1000,1000,1000,20,"Same length",5,5,"Same length",September,Summer,Yes,No,Meat,"Soft drink (non-caffeinated)",History,9,7,5,"Yes - broadband connection","Text messaging",100,100,5,3,0,0,0,12,12,6,3,13,0,0,"A lot","High school",Pop,Invisibility,Rich,Relative,"Arts, culture, sports"
USA,NC,2019,"11        ",Male,15,Right-Handed,175,27,162,1,Car,9,.017,35,Baseball/Softball,200,400,109,100,500,900,27,"Same length",68,74,"Ring finger",November,Summer,Yes,No,Desserts,Water,"Mathematics and statistics",8,13,5,"Yes - broadband connection","Text messaging",40,40,5,1,10,4,8,5,0,1,18,10,0,3,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Healthy,Relative,Health
USA,CA,2019,"12        ",Male,16,Right-Handed,193,28.6,198.1,1,Car,"7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2019,"11        ",Male,16,Left-Handed,"62 ",30,62,1,Car,12,.7,36,Bowling,1000,1000,1000,1000,1000,1000,30,"Same length",30,30,"Same length",December,Winter,No,No,"Rice/Noodle dishes","Energy drink","Mathematics and statistics",8,5,4,"Yes - broadband connection","Internet chat or instant messaging",120,400+,0,1,1,0,0,12,3,3,5,0,50,0,None,"Graduate degree",Pop,"Super strength",Happy,Other,Other
