id,name,latitude,longitude,price,room_type,number_of_reviews
27804608,San Jerónimo,40.41436,-3.70088,80,Entire home/apt,13
18138585,Best apartment in quiet La Latina/Plaza Mayor,40.41209,-3.71129,110,Entire home/apt,171
14142056,Habitación exterior tranquila y con encanto,40.38298,-3.74124,50,Private room,35
22444626,Boutique Studio next to Puerta del Sol,40.41315,-3.69768,128,Entire home/apt,58
23044497,"NEW, LAVAPIES. PROVISIONES",40.40662,-3.7026,67,Entire home/apt,88
15000982,COZY APARTMENT IN THE CENTER OF MADRID,40.4099,-3.70486,54,Entire home/apt,21
38040991,alquiler habitación individual,40.34796,-3.71047,26,Private room,0
16153065,"Habitación céntrica y acogedora, con cama grande",40.41339,-3.71297,40,Private room,50
924876,@ Puerta del Sol Bright Quiet Wifi,40.41734,-3.70402,120,Entire home/apt,158
19482362,Apartamento moderno - Madrid Centro,40.44671,-3.70605,45,Entire home/apt,10
36274041,Habitación Privada en Gran Vía Centro,40.42211,-3.71041,30,Private room,1
22579829,R4D Beautiful apartment in Malasaña,40.42539,-3.7086,90,Entire home/apt,14
4818802,Individual o Compartir estudiantes- Sólo chicas,40.47559,-3.7025,18,Private room,21
31689214,"Recién renovado. Newly renovated. Wanda, airport",40.44848,-3.606230000000001,65,Entire home/apt,24
15985820,Apartamento céntrico en Malasaña/Chueca,40.42837,-3.7029,65,Entire home/apt,123
15802046,"Habitación individual,cerca aeropuerto.",40.47598,-3.65719,23,Private room,100
177500,Fuencarral studio A,40.42762000000001,-3.703230000000001,80,Hotel room,24
26290034,Habitación + baño privad.Metro 1 min.,40.35808,-3.59615,18,Private room,0
31013121,PISO DE  2 HABIT. ENTRE VENTAS Y MANUEL BECERRA,40.4323,-3.66845,55,Entire home/apt,7
21294003,Bright and cozy Studio flat.,40.44108,-3.67316,55,Entire home/apt,123
4634016,Loft appartment in Madrid downtown,40.40799000000001,-3.70375,26,Entire home/apt,29
23137641,Fantastic residence ``FUNWAY´´ north zone Madrid,40.45792,-3.69682,50,Private room,3
35252046,Centro de Madrid,40.43061,-3.71952,40,Private room,6
31579349,Apartamentos en Madrid con servicios de Hotel,40.45809000000001,-3.69999,999,Hotel room,2
22643215,Double room - Cuatro Caminos,40.4473,-3.70437,40,Private room,18
32564906,ACOGEDOR APARTAMENTO/WIFI GRATIS/ PARKING OPCIONAL,40.47269,-3.69546,130,Entire home/apt,16
34527785,Cozy Terrace Apartment,40.42586,-3.663780000000001,501,Entire home/apt,2
10668906,Apartamento Sol- centric and quiet,40.41591,-3.69962,90,Entire home/apt,0
4103680,3 Habitaciones SOL OPERA 3,40.41814,-3.70983,150,Entire home/apt,111
22307213,Exclusivo dúplex GRAN VÍA / CHUECA,40.42038,-3.69845,130,Entire home/apt,84
7362416,Pleasant Room in nice quiet flat.,40.42809000000001,-3.69997,50,Private room,0
24198633,"HABITACIÓN DOBLE 2 personas,exterior, luminosa",40.40291,-3.70531,25,Private room,23
36292877,Chic and Modern City Centre Loft,40.41117,-3.70328,75,Entire home/apt,1
6688832,Culture & Cuisine in the Centre,40.42588,-3.71259,80,Shared room,27
25161130,Executive flat Paseo Castellana,40.46711,-3.6898,70,Entire home/apt,5
16075619,M (AVA24) Offer Luxury Apartment Madrid,40.43762,-3.67445,155,Entire home/apt,3
38119847,Stunning Studio w/Balcony near el Pardo,40.50424,-3.70369,50,Entire home/apt,0
31984985,Olala MAD Apartments 4A,40.39663,-3.6613,49,Entire home/apt,3
13929947,Maravilloso apartamento  Plaza  España con parking,40.42563,-3.71048,140,Entire home/apt,28
34862871,Cosy Single Room,40.47337,-3.708380000000001,300,Private room,0
32220000,Habitación c/baño privado,40.36475,-3.60245,30,Private room,12
20429379,PUERTA DEL SOL LA PAZ MARVELLOUS PENTHOUSE,40.416,-3.70484,80,Entire home/apt,136
35002058,Cosie Room,40.35963,-3.58468,250,Private room,0
11376487,Alquilo Habitación,40.43331,-3.70734,20,Private room,0
19852477,Cozy Apartment in Malasaña,40.42814,-3.70405,32,Entire home/apt,1
20766400,"Amplio, luminoso y céntrico",40.43282,-3.701330000000001,38,Private room,9
31157282,"APARTAMENTO VACACIONAL MADRID, MENDEZ ALVARO",40.39719,-3.67859,144,Entire home/apt,0
34885835,Special Champions League Final - Matrimonio,40.39456,-3.68972,490,Private room,0
35212649,Descansa disfruta y pasea,40.38354,-3.70812,50,Shared room,0
8715418,Apartment the Best Tourist Madrid,40.41075,-3.6934,37,Entire home/apt,253
30761941,"Central, Characterful & Spacious  Duplex Apartment",40.4274,-3.7067,169,Hotel room,2
13388645,Fantástico apartamento con vistas a Madrid Río,40.41533,-3.7245,39,Entire home/apt,264
37731210,Madrid is cool. Double bedroom. Wifi,40.40793,-3.7122,28,Private room,1
27455355,Fantastic apartment near by Retiro!,40.40666,-3.67703,110,Entire home/apt,28
30165820,Beautiful apartment located opposite Retiro Park,40.41934000000001,-3.67894,502,Entire home/apt,0
26376301,MADRID 4U-CHUECA.Unbeatable. Week+end Best Plan.,40.42274000000001,-3.70026,56,Entire home/apt,65
26941549,Habitación doble,40.38547,-3.63886,35,Private room,1
29536072,Junior Suite,40.41165,-3.69857,999,Hotel room,5
35057330,A cinco minutos andando al estadio,40.43054,-3.60101,850,Private room,0
12755249,Bright and newly-renovated apartment,40.43235,-3.69548,94,Entire home/apt,38
34804160,Cozy Duplex in Downtown Madrid C/Tribulete,40.40689,-3.70379,80,Entire home/apt,5
27041718,"Double room in Chueca, with private bathroom F 12",40.42312,-3.70202,52,Private room,109
34650740,SuperAtico,40.47501,-3.71789,2500,Entire home/apt,0
14458953,"Intimate, warm apartment in Madrid's heart",40.40821,-3.70702,35,Entire home/apt,201
18902516,Wiatr Madrid Centro 4-1,40.41702,-3.70741,157,Entire home/apt,47
27403123,Apart. Liana,40.42569,-3.65571,50,Entire home/apt,0
23138965,Fantastic residence ``FUNWAY´´ north zone Madrid,40.45779,-3.69848,50,Private room,2
102194,CHIC APARTMENT CHUECA WiFi & AC,40.42153,-3.699230000000001,95,Entire home/apt,17
29843034,HABITACIÓN EN VALLECAS,40.38628,-3.65044,20,Private room,0
24907816,Concha Espina I,40.44976,-3.66867,68,Entire home/apt,0
26421655,Cozy flat with balcony 15 min from city center,40.44865,-3.70714,70,Entire home/apt,55
16721576,Vacaciones en Madrid,40.38848,-3.66637,20,Private room,28
34792259,Espectacular apartamento en pleno barrio Salamanca,40.42763,-3.68597,1160,Entire home/apt,0
34762962,"Nice bedroom & private bathroom, breakfast incl.",40.41741,-3.52766,26,Private room,5
36386931,HABITACIÓN PRIVADA AMPLIA + WIFI,40.43164,-3.64156,21,Private room,3
34698773,NEW RESIDENCE EN MADRID 10 DOUBLES ROOMS,40.37939,-3.70802,40,Entire home/apt,0
34309334,Sol y calma a 10 min del aeropuerto,40.47065,-3.57723,25,Private room,67
35615793,GAY ORGULLO MADRID 2019,40.36724,-3.76108,250,Private room,0
24629555,Chamartín-Ciudad Ramos Carrión,40.44534,-3.66849,171,Entire home/apt,2
23263021,2544 - AM Luxury Madrid Apartment 1B - Beautiful 2-Bedroom Apartment in Madrid with a Terrace and Communal Pool,40.39937000000001,-3.67185,66,Entire home/apt,9
37006546,Habitación céntrica y amplia en MADRID,40.40881,-3.70725,35,Private room,3
22497528,"Beautiful Views, 1 Bedroom, Wifi & Air Conditioner",40.41214,-3.71397,70,Entire home/apt,23
30415427,"Habitación a 5 min de la casa de campo,Madrid Rio",40.40959,-3.73029,150,Private room,0
6655077,Final champions en el centro de Madrid,40.43022,-3.68547,500,Entire home/apt,32
15308709,New and Unique Flat in the best Neighbourhood!!,40.40962,-3.70921,42,Entire home/apt,58
19171914,Modern apartment with patio - Velázquez VII,40.43567,-3.68405,181,Entire home/apt,0
30313285,BRIGHT FLAT | Parking/Wanda Metropolitano/ Airport,40.43441,-3.60962,50,Entire home/apt,35
12357427,Apt. by the music Conservatory!!,40.44644,-3.67426,110,Entire home/apt,13
29329620,Habitación Superior Doble con Desayuno No Reembolsable,40.42178,-3.7093,75,Private room,0
33991836,Your BEST EXPERIENCE old Madrid CHUECA,40.42534000000001,-3.69714,48,Entire home/apt,12
30556451,Nice studio with pool access & Wifi,40.4637,-3.68177,91,Entire home/apt,1
1383366,Private room in prime remodeled apt,40.41096,-3.70172,41,Private room,18
18764230,Plaza Mayor Comfort V,40.41397,-3.707030000000001,60,Entire home/apt,5
19125045,EXCLUSIVE 3 BEDROOMS APARTMENT IN CENTRO/SOL,40.41589000000001,-3.71204,145,Entire home/apt,1
34572030,Cosy low ceiling loft in Tribunal,40.42296,-3.70202,40,Private room,3
28867452,Very quiet with A/C & breakfast.15 min to center.,40.43146,-3.65267,28,Private room,42
38399517,Apart en lugar exclusivo con wifi alta velocidad,40.41999000000001,-3.70693,100,Entire home/apt,0
22404984,Habitacion con mucha luz,40.3935,-3.74265,20,Private room,72
21271842,Casita baja en el centro de Madrid.,40.44453,-3.67427,90,Entire home/apt,26
28213426,Madrid Suites Sol - Comfort apartment,40.41644,-3.70494,300,Entire home/apt,1
35259937,Sunny and quiet double bedroom near Madrid Centro.,40.4397,-3.69758,30,Private room,7
34918889,Hab. 2 camas en Chamberí. A 20 minutos del centro,40.43468,-3.69373,25,Shared room,6
1408400,A bonbon in the heart of Madrid,40.41595,-3.71152,79,Entire home/apt,204
20630277,The La Latina Apartment - VALLE NOSTRO,40.40935,-3.71433,49,Entire home/apt,69
30518562,Paulina´s 4 - Elegance,40.39303,-3.72356,25,Private room,0
19694297,Entre el Retiro y el Prado tranquilo apartamento,40.41397,-3.69072,69,Entire home/apt,10
18982253,Luxury & super new apartment in Av. America,40.44015,-3.67194,225,Entire home/apt,2
37711717,Habitación Madrid,40.38731,-3.74007,29,Private room,0
25792346,Habitación privada en el centro de Madrid,40.43285,-3.70267,40,Private room,0
12901132,"Lovely flat with 2 pools and jacuzzi, city center.",40.39011,-3.68722,65,Entire home/apt,78
31535174,SINGULAR APARTAMENT SANTA ANA TERRACE LUXURY,40.41574,-3.70107,95,Entire home/apt,33
34032628,Room,40.41815,-3.70394,16,Private room,0
28823638,55m2 Two Bedroom Apartment in Puerta de Angel AZ1B,40.41299,-3.72555,51,Entire home/apt,0
34863094,Final champions,40.44821,-3.711230000000001,2000,Private room,0
35358296,OSHUN CONFORT PUERTA DEL SOL,40.41433,-3.70342,88,Hotel room,1
23936046,Piso centrico. Habitacion single,40.47203,-3.70519,42,Private room,8
32798835,Sophisticated 3Bed w/Balcony 2min to tube,40.42296,-3.67395,130,Entire home/apt,1
29027451,dormitorio,40.34474,-3.71485,21,Private room,6
15042485,"REINA SOFIA BEST LOCATION , AC ALL FLAT 3 BDR,WIFI",40.41215,-3.69574,108,Entire home/apt,158
31009280,"Piso cómodo , tranquilo y bien comunicado",40.41148,-3.64792,60,Entire home/apt,5
35185989,Casita Vintage,40.39587,-3.70075,30,Private room,1
34682948,Central apartment near Grand via,40.42062,-3.70311,995,Entire home/apt,1
32839950,Your best experience in La Latina,40.40954,-3.70992,60,Entire home/apt,29
32261348,Cómoda y tranquila habitación en Madrid,40.45652000000001,-3.67538,38,Private room,6
19524052,"MOST CENTRAL GRAN VIA, CHUECA APARTMENT (AC WIFI)",40.41953,-3.69764,115,Entire home/apt,1
7623716,Estudio centro de Madrid (Chueca-Alonso Martínez),40.42509,-3.69645,60,Entire home/apt,33
956245,VERY CENTRAL BUT QUIET,40.43125,-3.71374,82,Entire home/apt,109
28066489,Autocaravana / Camper Madrid,40.45329,-3.60239,120,Entire home/apt,1
23321578,Huge flat in Gran Via Street,40.41866,-3.70012,189,Entire home/apt,37
4230273,Nice & Big Flat well located/Palace/Historic City,40.41228,-3.71318,130,Entire home/apt,31
34942152,APARTAMENTO Wanda Metropolitano,40.42212,-3.62095,250,Entire home/apt,0
29392874,Piso  Plaza de Castilla,40.46502,-3.69022,85,Entire home/apt,0
19385791,Charming Room in city centre,40.40726,-3.70031,85,Private room,1
462072,Spectacular Penthouse 95 m² Latina,40.40817,-3.7102,112,Entire home/apt,53
15507824,Bienvenidos a mi casa.,40.37485,-3.62586,20,Private room,38
37377619,New Design Old Town Apartment (Madrid Rio)Wifi-AC!,40.41011,-3.72747,69,Entire home/apt,5
6094591,Madrid - Puerta del Sol,40.41165,-3.6997,32,Private room,53
21263129,Cosy room IE Airport and city center.,40.43692,-3.67525,24,Private room,67
35984850,Apartamento en calle Hortaleza (1112),40.42642,-3.69676,60,Entire home/apt,0
11648578,Habitacion amplia y luminosa,40.4321,-3.64631,22,Private room,6
12065949,Bright APART Royal Palace/La Latina,40.41112,-3.71414,90,Entire home/apt,27
12030020,Habitación individual en Madrid,40.41011,-3.73555,26,Private room,61
29330863,Habitación Premium Doble No Reembolsable,40.4216,-3.70993,75,Private room,0
14850472,Flat and parking in old Madrid,40.40919,-3.7127,99,Entire home/apt,153
25465197,Cozy apartment for 4 in Madrid~Chamberí~,40.43278,-3.69819,70,Entire home/apt,44
19411356,Apartamento con gato en Acacias,40.4003,-3.70203,30,Entire home/apt,2
11257292,1 or 2 rooms + breakfast in the city center.,40.42483,-3.70624,40,Private room,6
34565945,Homeart Apartment 1 bedroom in City Center 4A,40.42388,-3.7038,5000,Entire home/apt,0
18148511,Sol-Magdalena Apartment,40.4116,-3.70168,200,Entire home/apt,112
38654993,Amplia Habitación en Opera,40.41669,-3.70929,60,Private room,0
24693057,NEW charming & stylish STUDIO. 5´ from Retiro Park,40.41909,-3.6736,80,Entire home/apt,76
14245167,Saga Rental La Latina 1 4DE,40.40988,-3.70978,200,Entire home/apt,7
17660601,"COOL, SILENT AND BRIGHT APARTMENT (VERY CENTRAL)",40.40996,-3.70732,75,Entire home/apt,33
22764792,Centrally Located Penthouse in Artistic Neighborhood,40.42344,-3.70023,120,Entire home/apt,56
26392094,loft en malasaña,40.42354,-3.7059,80,Entire home/apt,21
18870263,Estupendo piso Madrid centro para 4 personas,40.4089,-3.70934,75,Entire home/apt,11
32984641,Great Location! SANTA ANA SQUARE,40.41552,-3.70047,138,Entire home/apt,36
20650577,"Plaza Santa Ana cosy, 2 BR, 6 pax, 65 m2",40.41373,-3.70069,90,Entire home/apt,134
22431033,CASA REINA- Classical with Lift in Sol! 5 rooms,40.41462,-3.70448,149,Entire home/apt,21
31639638,Deluxe Penthouse Studio - Gran Via,40.42061,-3.69721,49,Entire home/apt,0
35103220,Bright private room w/own balcony in hip Lavapiés,40.41144,-3.7034,100,Private room,0
35342956,Atico con Terraza en Plaza Castilla,40.46131,-3.70814,45,Entire home/apt,2
25103082,PLAZA DE ESPAÑA: Apartamentos Home & Palace,40.42099,-3.71706,85,Entire home/apt,33
3451661,Habitación grande con terraza en chamberi,40.4357,-3.70163,50,Private room,1
31983597,Madrid city center Luxury Apartment - 8 PAX,40.41461,-3.707,140,Entire home/apt,26
13582120,"COZY, LOT OF NATURAL LIGHT room nearto CITY CENTER",40.4177,-3.66766,20,Private room,81
21564296,BEST BUDGET ROOM TO VISIT MADRID #1,40.42423,-3.70401,15,Private room,55
34675715,Room for Champions League Final close to Wanda,40.4303,-3.71078,150,Private room,0
22943302,Solfai Vacacional 18,40.40565,-3.70274,60,Entire home/apt,30
15793895,Bonito y relajante lugar en Peñagrande,40.48381,-3.73475,32,Private room,53
15161490,Gran habitación privada !!,40.42145,-3.71076,73,Private room,14
24030795,Barn 69 XIII,40.40623,-3.70198,50,Entire home/apt,2
13834763,Great Studio  in Madrid,40.41059,-3.70459,50,Entire home/apt,2
33779673,Charming Lavapiés City Center - Estudio renovado,40.40967,-3.70028,65,Entire home/apt,3
30034429,Apartment IFEMA-Airport V,40.47788,-3.64674,60,Entire home/apt,8
20329772,BEAUTIFUL APARTMENT IN SALAMANCA(Madrid),40.43896,-3.66392,40,Entire home/apt,87
18641972,Deluxe Central Madrid Apt in the Art Triangle,40.41218,-3.69418,141,Entire home/apt,10
35009944,"Bien comunicado,buena zona,buen ambiente      .",40.40423,-3.7042,40,Private room,0
37355226,"Apartamento Delicias - Nuevo, ubicación, centro, A/A, wifi, desayuno",40.40607,-3.69451,110,Entire home/apt,12
18894013,Maria's Cozy Place at Heart of Madrid,40.41082,-3.70638,160,Entire home/apt,0
30418194,Alojamiento para hasta 7 pax a 10 m del Bernabéu,40.45482,-3.70512,400,Entire home/apt,0
30948431,Luxury Light flat...,40.4214,-3.70682,100,Entire home/apt,36
35190410,Habitación para final Champions League!,40.43525,-3.6718,300,Private room,0
36617218,Downtown MADRID Centro Bº PILAR,40.47628,-3.71505,59,Entire home/apt,1
30490798,Habitacion en centro Madrid,40.42303,-3.706280000000001,30,Private room,2
21602634,Tranquila HABITACION DOBLE en el centro de Madrid,40.40611,-3.70028,40,Private room,93
34815742,Cool apartment refurbished with two rooms!!,40.39729000000001,-3.66643,45,Entire home/apt,17
12107436,Great apartment in center of Madrid (with AC),40.41253,-3.70233,135,Entire home/apt,133
36293453,Habitacion individual Templo de Debod CENTRO,40.43091,-3.72511,18,Private room,1
13429275,¡Ven al  Orgullo de Madrid con todos tus amigos!,40.40512,-3.71251,180,Entire home/apt,0
19232212,3 MALASAÑA Brand NEWStudio:Room/Kitchen/Bathroom-B,40.42634,-3.70866,45,Entire home/apt,93
28178043,Echegaray VI,40.41561,-3.699030000000001,80,Entire home/apt,10
11251920,Bella Hab. con litera Madrid centro,40.42137,-3.69922,25,Private room,59
34008124,Piso en el centro callao ( gran vía),40.41892,-3.70487,90,Entire home/apt,0
28855477,Abalu Boutique  Luxury Suite en Madrid,40.42457,-3.70688,120,Hotel room,0
29698282,NEW CUTE STUDIO IN CHUECA-MALASAÑA,40.42326,-3.69882,90,Entire home/apt,40
34612457,GRAN VIA CENTRO APARMENT 51 PUERTA DE SOL MALASAÑA,40.42401,-3.70761,65,Entire home/apt,0
34200144,Madrid Central Cozy Well Connected Beautiful Room.,40.41707,-3.66843,30,Private room,4
29332634,Private room (small) / double bed - centre Madrid,40.4191,-3.70341,80,Private room,4
21825511,Habitación en Centro de Madrid,40.41335,-3.70557,25,Private room,1
22665858,Alquiler habitacion Centro de Madrid,40.40633,-3.70048,43,Private room,0
35690998,Cozy penthouse with terrace in Lavapiés,40.4111,-3.70052,84,Entire home/apt,7
18610667,El Rincón de Imperial // SOL,40.41496,-3.70804,90,Entire home/apt,201
34884199,Perfect place for Champios,40.42315,-3.709330000000001,150,Private room,0
14943516,Espectacular Apartamento en el centro de Madrid,40.45386,-3.6815,90,Entire home/apt,52
34458409,RESIDENCIA A ESTRENAR EN MADRID HAB NDIVIDUALES,40.37964,-3.70666,30,Entire home/apt,1
36177051,GOYA - SALAMANCA,40.42671,-3.67743,79,Entire home/apt,1
32882483,"2 bedrooms in Chamberi "" Santa Engracia """,40.43295,-3.69721,180,Entire home/apt,4
36662151,Habitación doble con piscina,40.4953,-3.71416,60,Private room,0
10707563,"Habitación  luminosa en ático ,  Chamberí",40.44011,-3.70042,22,Private room,26
18582831,APARSOL ESTUDIO 217,40.41587,-3.70524,90,Entire home/apt,0
35157642,ORGULLO GAY 2019 MADRID,40.36698,-3.76177,250,Private room,0
18589308,HABITACIÓN CON BAÑO PRIVADO EN ESPECTACULAR PISO,40.42585,-3.67284,40,Private room,14
36012727,Apartamento en calle Alcalá,40.42608,-3.67188,90,Entire home/apt,0
18855589,"Room fun, wie Rumba!",40.40645,-3.60818,100,Private room,2
36090257,8 Habitación en Argüelles,40.43026,-3.71061,24,Private room,0
38305932,Stylish apartment in the center of Madrid,40.423,-3.7001,175,Entire home/apt,0
20046719,GOLDEN PLAZA MAYOR ~ PUERTA DEL SOL (WIFI/AC),40.41818,-3.70956,70,Entire home/apt,141
16621329,~NEW~ INCREDIBLE LOFT IN THE CITY CENTER,40.41096,-3.71087,90,Entire home/apt,39
2520679,APARTAMENTO EN BARRIO SALAMANCA,40.42429,-3.6654,90,Entire home/apt,83
7689476,Habitación 8 Céntrica Luminosa,40.42138,-3.70649,33,Private room,358
33188724,"Madrid centro Lavapiés-Latina, 4 personas",40.40899,-3.70611,70,Entire home/apt,2
18662487,Amplia y cómoda vivienda en Puerta del Ángel.,40.41346,-3.72883,60,Entire home/apt,3
27396661,"ATICO DE LUJO CON PISCINA, TERRAZA Y VISTAS.",40.42077000000001,-3.7087,260,Entire home/apt,73
28242849,Axel City - 2 Pax,40.41203,-3.70148,999,Hotel room,6
20923402,Center City Sol Plaza Mayor La Latina Triangle,40.41102,-3.70805,55,Entire home/apt,190
30590489,COZY APT in the DISTINCTIVE district of  LasLetras,40.41271,-3.69439,60,Entire home/apt,32
20577647,Great double room 10 min from the airport/Ifema,40.4584,-3.65401,30,Hotel room,294
30461659,Alegre y luminoso  piso familiar en Retiro,40.41233,-3.66541,100,Entire home/apt,0
14421923,Double bedroom with extra work place and balcony,40.41235,-3.69539,23,Private room,27
30774074,Atico arniches,40.40627,-3.70829,90,Entire home/apt,36
18763030,Olavide IX,40.43605,-3.70192,65,Entire home/apt,3
38571403,***Lovely Double Room in Heart of Madrid***,40.41677,-3.71026,46,Private room,0
13079224,PRECIOSA HAB. BALCON en PLAZA CHUECA,40.42379,-3.69715,89,Private room,3
20815153,"***Studio Centre-Live-In Atocha-WiFi,A/C ***",40.40803,-3.69575,49,Entire home/apt,219
5715713,GUMERFLAT - CENTRICAL APARTMENT,40.41826,-3.70424,85,Entire home/apt,69
32280369,NEW. Moderno y elegante apartamento céntrico.,40.39698,-3.66526,63,Entire home/apt,44
15979020,"At home in the Centre of Madrid, Chueca",40.42485,-3.69816,90,Entire home/apt,26
34591508,Acogedor duplex  en plena Gran Vía,40.41849000000001,-3.69758,150,Entire home/apt,4
3745044,Habitación 5 individual,40.4273,-3.69472,45,Private room,2
25376597,Habitacion matrimonio,40.4308,-3.64769,35,Private room,3
34859344,habitacion privada cerca metro acojedora y limpio,40.39144,-3.65058,300,Private room,0
34473228,Cozzy and confortable room,40.43447000000001,-3.71651,32,Private room,4
22317943,Apartamento *NUEVO* para 8 a 5 min de Plaza Mayor,40.41075,-3.7023,120,Entire home/apt,51
20059562,Habitación con baño privado,40.47277,-3.57437,35,Private room,50
32696871,Feel the heart of Madrid,40.4069,-3.70288,28,Private room,23
25469328,Bright lovely flat near Atocha,40.40293,-3.69252,42,Entire home/apt,3
37662178,Apartamento exterior en el centro de Madrid,40.40948,-3.703230000000001,65,Entire home/apt,2
17163932,I LOVE MADRID GRAN VIA - SILVA,40.40909,-3.70947,69,Entire home/apt,164
21653334,NEW APARTMENT PLAZA DE ESPAÑA,40.42956,-3.72072,90,Entire home/apt,49
28243786,Axel Premium - 1 Pax,40.41203,-3.70016,999,Hotel room,0
30155642,HABITACIÓN FRIENDLY EN CUATRO CAMINOS,40.44931,-3.707,20,Private room,8
16309813,Tu casa en Gran Vía. 2habs. WIFI. Ascensor. AA,40.42066,-3.70566,150,Entire home/apt,168
23658671,FROM MADRID TO THE SKY,40.44625,-3.68925,300,Entire home/apt,19
36315018,Private centric APARTMENT- PRIVADO PAREJA COMPLETO,40.40914,-3.69966,55,Entire home/apt,1
11748751,ROOM JUST PERFECT AT HOME. ALL BILLS INCLUDED!,40.40268,-3.61207,22,Private room,12
29140374,Cozy and newly renovated apartment in Madrid,40.43294,-3.6424,65,Entire home/apt,21
37194661,Luminoso apartamento en el distrito de Salamanca,40.43617,-3.67173,95,Entire home/apt,0
6575326,Spacious room in Attic,40.39768,-3.71799,45,Private room,0
31229298,Habitación en Casco Histórico Barajas,40.47489,-3.5811300000000004,36,Private room,45
282196,"COZY FLAT, SANTA ANA,40m2,WIFI (I)",40.41454,-3.70121,59,Entire home/apt,62
28130214,FAMILY ROOM - JUST ACCOMMODATION,40.41708,-3.70821,60,Hotel room,0
18016295,Habitación en zona tranquila y bien comunicada,40.36931,-3.71845,25,Private room,92
33686014,Bonita habitación acogedora,40.46651,-3.72432,19,Private room,1
19980478,"Stylish and central one-bedroom, balcony, AC!",40.42661,-3.69859,1000,Hotel room,0
33130486,Dormitorio Luminoso y acogedor,40.42475,-3.64965,20,Private room,5
22628570,Oportunidad en Madrid,40.42379,-3.70869,40,Entire home/apt,2
1075749,"Place&Price:Amazing Location,70m2,2rooms,Wifi,XBOX",40.41609,-3.70601,150,Entire home/apt,74
15812097,Apartamento con piscina -Barrio Salamanca-,40.4334,-3.67396,51,Hotel room,100
5536897,Apartment downtown area,40.40566,-3.7006,40,Entire home/apt,8
34858758,Private Room in Centric Neighborhood,40.41458,-3.66965,125,Private room,1
35345989,Habitación Privada en Lavapiés,40.41077,-3.69931,100,Private room,0
12372190,Precioso piso en Lavapiés.,40.40553,-3.70218,60,Entire home/apt,7
23430485,Claudio Coello,40.42497,-3.68624,220,Entire home/apt,8
20794698,APARTAMENTO EDIFICIO VINTAGE INDUSTRIAL,40.45885,-3.70996,70,Entire home/apt,86
31634539,Habitación soleada con minibar y smart tv,40.37953,-3.69235,22,Private room,19
37561369,Corralita madrileña,40.40429,-3.71625,25,Private room,0
35260078,"Las tres “B” (BUENO, BONITO Y BARATO)",40.43143,-3.61557,100,Private room,3
21921308,Habitación calle cuchilleros,40.41535,-3.70716,40,Private room,0
16075599,M (CAS28) Coqueto Duplex Reformado,40.45376,-3.70578,83,Entire home/apt,3
20943561,"Habitación grande, luminosa y con encanto.",40.40393,-3.70145,47,Private room,25
36826720,Luxury Apartment museum mile. Air condicioning,40.41322,-3.69697,149,Entire home/apt,0
36087668,La Paz Market 4 C Madrid Salamanca quarter,40.42817,-3.68637,90,Entire home/apt,3
27104486,Beautiful duplex with large terrace in the center,40.44912,-3.69949,96,Entire home/apt,9
17207898,⭐NEW UNIQUE VIEWS⭐CENTER PLAZA MAYOR-SOL -GRAN VIA,40.41559,-3.70247,140,Entire home/apt,128
11371812,Apartment district RETIRO Park-Salamanca-GOYA,40.42614,-3.67856,98,Entire home/apt,45
7219514,DUPLEX PENTHOUSE BIG TERRACE CLOSE TO PALACIO REAL,40.41177,-3.7284,100,Entire home/apt,21
11050061,Precioso duplex cercano al centro.,40.38783,-3.70081,20,Private room,7
23128302,Habitación formidable en Madrid España,40.45891,-3.70289,23,Private room,41
15556285,Apartamento de 1 habitación en el centro de Madrid,40.4314,-3.67234,56,Entire home/apt,9
24672291,"Bonito piso .Muy luminoso, nuevo",40.44748,-3.5957800000000004,100,Private room,19
24509880,Gran Vía III,40.42119,-3.70711,88,Entire home/apt,2
10793671,"Madrid Centro, Museums, Wifi,Pkg_",40.40871,-3.69823,35,Entire home/apt,4
38023624,Comfortable Duplex close to the metro station Bilbao (SAGBIN),40.42952,-3.69997,1262,Entire home/apt,0
35229236,Cozy place calle Pozas - Malasana - 28004 Madrid,40.42602,-3.70771,69,Entire home/apt,12
23443341,Palacio Real Suite - MadFlats Collection,40.41249000000001,-3.71552,75,Entire home/apt,25
13874765,Outstanding 2BD 2BTH- Malasaña,40.42734,-3.70339,145,Entire home/apt,112
32402931,Olala MAD Apartment 1A,40.39584,-3.66252,39,Entire home/apt,9
22646723,M (MPA14) Apartamento Nuevos Ministerios,40.44483,-3.695980000000001,155,Entire home/apt,1
10206299,Apartment Callao/Gran Vía,40.42149000000001,-3.70479,100,Entire home/apt,0
4015291,"Fantasticas habitaciones, ",40.42493,-3.70693,55,Private room,0
17709941,Piso exclusivo en el barrio Goya,40.42739,-3.67751,160,Entire home/apt,18
32828052,Cómodo apartamento Chueca Madrid CENTRO,40.42335,-3.69907,46,Entire home/apt,9
32859333,Beautiful Doble Room at Vincci Via66 ****,40.42288,-3.70782,2000,Private room,1
30500564,MADRID 15 min centro Wifi,40.43784,-3.643580000000001,14,Shared room,0
24747162,Habitacion tranquila,40.3733,-3.61935,22,Private room,58
23747196,Habitación en Chamartín estación,40.47339,-3.686830000000001,125,Private room,7
34672572,1Bedroom apartment in Atocha - Wanda Metropolitano,40.41185,-3.69767,500,Entire home/apt,0
